	Token	Tag	Annotation_ID	Multi_Token_Annotation
801	herausgebildet	O	none	0
802	sieben	O	none	0
803	.	O	none	0
804	Sie	O	none	0
805	nett	O	none	0
806	Sie	O	none	0
807	Hans	O	none	0
808	sobald	O	none	0
809	zum	B-Richtung	5449CFC6-83B8-4969-85DD-0E12D9468692	1
810	,	O	none	0
811	,	O	none	0
812	nicht	O	none	0
813	Gossen	B-Ort-Container	70467DB5-00C4-4039-8C4A-AA4DDB5CEFE5	1
814	I	O	none	0
815	war	O	none	0
816	innerhalb	O	none	0
817	Wirtin	O	none	0
818	.	O	none	0
819	Korn	O	none	0
820	sooft	O	none	0
821	meine	O	none	0
822	ich	O	none	0
823	wurde	O	none	0
824	die	O	none	0
825	,	O	none	0
826	Vorschlag	O	none	0
827	wenn	O	none	0
828	Ich	O	none	0
829	nach	O	none	0
830	Tag	O	none	0
831	einen	O	none	0
832	fuhr	B-Bewegung-Subjekt	B164DE3E-EF90-4D9A-BCAB-1A51153F6B95	1
833	siebenundzwanzig	O	none	0
834	aus	B-Richtung-ALT	1A8F4ED4-26BE-4C77-9E70-1EE89B368EF5	1
835	eine	O	none	0
836	der	O	none	0
837	,	O	none	0
838	als	O	none	0
839	für	O	none	0
840	vor	B-Bewegung-Schall	255C95BD-D3BA-44EC-8F7F-F17DB94BE538	2
841	regen	O	none	0
842	miesen	O	none	0
843	öffnete	B-Bewegung-Subjekt	B3AF2D62-8DEF-45CF-ADC6-75BF961D35FD	1
844	wo	B-Positionierung	C8B17650-7C8E-443C-A931-430A4C7CB469	1
845	,	O	none	0
846	,	O	none	0
847	«	O	none	0
848	hört	B-Bewegung-ALT	C95721C8-C969-4B03-BCE9-79A9243F2704	1
849	Sie	O	none	0
850	in	O	none	0
851	den	O	none	0
852	wenn	O	none	0
853	Herr	O	none	0
854	mir	O	none	0
855	ist	O	none	0
856	und	O	none	0
857	nichts	O	none	0
858	sind	O	none	0
859	fünfzig	I-Dimensionierung-Abstand	021E90E0-8E14-4F57-81E8-4F4F013A7D72	12
860	das	O	none	0
861	Jahren	O	none	0
862	Leichentuch	O	none	0
863	Pfand	O	none	0
864	Gewissen	O	none	0
865	»	O	none	0
866	meine	O	none	0
867	,	O	none	0
868	Mantel	O	none	0
869	,	O	none	0
870	Krankenschwestern	O	none	0
871	Taxis	B-Ort-Container-BK	07E71F55-0678-40A1-B415-FD2620252FC9	1
872	Verlust	O	none	0
873	«	O	none	0
874	geweckt	O	none	0
875	,	O	none	0
876	Abfahrtstafel	O	none	0
877	Beine	O	none	0
878	Bahnsteigtreppe	B-Ort-Container	F2A0495B-B22F-436F-B8BB-B3675896B062	1
879	;	O	none	0
880	in	O	none	0
881	»	O	none	0
882	,	O	none	0
883	,	O	none	0
884	zehn	O	none	0
885	eisig	O	none	0
886	zum	B-Richtung	358ECFAD-4FA9-4654-84F8-85A78268E6E5	1
887	Leiden	O	none	0
888	an	B-Positionierung	2B20747F-8E52-433B-813C-DBA3A7DB22AE	1
889	.	O	none	0
890	mir	O	none	0
891	das	O	none	0
892	Hände	O	none	0
893	tief	B-Dimensionierung-ALT	A63D18CF-36E5-4D27-AC15-9B9254035AC8	1
894	abends	O	none	0
895	einhundert	O	none	0
896	Wohltat	O	none	0
897	mich	O	none	0
898	,	O	none	0
899	natürlich	O	none	0
900	betrug	O	none	0
901	Mark	O	none	0
902	"\n					"	O	none	0
903	bin	O	none	0
904	zeigten	B-Bewegung-ALT	9D6CEF5F-F2D7-4964-89CB-FCF22E5ABD4C	1
905	,	O	none	0
906	Post	B-Ort-ALT	CE0566E3-A768-481E-967F-3E91F9E6283A	1
907	(	O	none	0
908	er	O	none	0
909	zitiert	B-Bewegung-Subjekt	BEBF0214-B84F-4632-893C-BD1FE2C67FCC	1
910	,	O	none	0
911	,	O	none	0
912	Monika	O	none	0
913	Clown	O	none	0
914	neben	B-Richtung	00D1C805-7C2A-423B-BC66-F30BED322156	1
915	wollte	O	none	0
916	hat	O	none	0
917	als	O	none	0
918	klären	O	none	0
919	,	O	none	0
920	die	O	none	0
921	,	O	none	0
922	halbes	O	none	0
923	sie	O	none	0
924	bisher	O	none	0
925	Typ	O	none	0
926	,	O	none	0
927	vom	B-Richtung	29ADD0C5-E0AD-4889-9AE6-2581FC5185A5	1
928	morgen	O	none	0
929	Mark	O	none	0
930	«	O	none	0
931	,	O	none	0
932	\n	O	none	0
933	Träumen	O	none	0
934	langwierige	O	none	0
935	eine	O	none	0
936	manchmal	O	none	0
937	und	O	none	0
938	,	O	none	0
939	zum	B-Richtung	E7D02991-9989-4858-90B0-A5D0FAF53B0F	1
940	keine	O	none	0
941	Texte	O	none	0
942	schminkte	B-Bewegung-Subjekt	198782BF-A0FE-4612-A278-71776010767F	2
943	,	O	none	0
944	ich	O	none	0
945	versäumen	O	none	0
946	Hotel	B-Ort-Container-BK	0E228E0C-259B-46A0-91C4-E7E93C474CBB	1
947	:	O	none	0
948	der	O	none	0
949	?	O	none	0
950	Monika	O	none	0
951	.	O	none	0
952	brechen	B-Bewegung-Schall	B6DABBAD-FBC5-4B72-833F-9BBDC5501AF0	1
953	.	O	none	0
954	,	O	none	0
955	Liturgisches	O	none	0
956	ans	B-Richtung-ALT	45DE16D7-0B38-4081-B883-F7BD18BC9018	1
957	Zuversicht	O	none	0
958	Fünf	O	none	0
959	ich	O	none	0
960	meisten	B-Dimensionierung-Menge	439FF633-A350-4703-BFC4-E13AB7C10613	1
961	und	O	none	0
962	,	O	none	0
963	ich	O	none	0
964	bezahlen	B-Bewegung-Subjekt	693D2E0E-4AE5-468A-A301-DE5D5ED637A6	1
965	Gabel	O	none	0
966	das	O	none	0
967	schwieg	O	none	0
968	als	O	none	0
969	Telegramm	O	none	0
970	Zwei	B-Dimensionierung-Abstand	021E90E0-8E14-4F57-81E8-4F4F013A7D72	12
971	zum	O	none	0
972	,	O	none	0
973	,	O	none	0
974	Bahnhof	B-Ort-Container	A8515A01-BF0E-4EE0-B60D-05835D53CB36	1
975	geschwollen	B-Bewegung-Objekt	BF5A15F0-DE35-41CC-9394-2E5E80E0D63F	1
976	verpflichten	O	none	0
977	lachen	B-Bewegung-Schall	51792874-57A8-4CC4-B9DC-1D677ED779ED	1
978	,	O	none	0
979	so	O	none	0
980	"\n					"	O	none	0
981	,	O	none	0
982	,	O	none	0
983	Badewanne	B-Ort-Container	13FD1059-921B-415B-BDCA-93893332DF1E	1
984	den	O	none	0
985	Gosse	B-Ort-Container	14B95076-B440-4A10-BF7F-E5CBF3335B90	1
986	die	O	none	0
987	»	O	none	0
988	bin	O	none	0
989	Hotels	B-Ort-Container	A73FFCC9-2F4E-4127-B61A-CFB5DD79EF65	1
990	jeden	O	none	0
991	diese	O	none	0
992	Taxifahrer	O	none	0
993	ich	O	none	0
994	Ich	O	none	0
995	das	O	none	0
996	,	O	none	0
997	ich	O	none	0
998	habe	O	none	0
999	«	O	none	0
1000	»	O	none	0
1001	.	O	none	0
1002	.	O	none	0
1003	geknallt	B-Bewegung-Schall	6B1DF20A-5651-480E-ADBC-EE6D7FD766E9	1
1004	wir	O	none	0
1005	dem	O	none	0
1006	nach	B-Richtung	9BADA262-4C1D-469D-ACEA-A5E47417DC9C	1
1007	um	O	none	0
1008	Herz	O	none	0
1009	fünfzig	O	none	0
1010	goß	B-Bewegung-Subjekt	727C3A1A-8753-450A-B5AE-AC60D25B6249	2
1011	zurückfiel	B-Bewegung-ALT	B0B400B1-7F4B-4648-80B3-25975A036FD6	1
1012	Fahrkarte	O	none	0
1013	:	O	none	0
1014	meine	O	none	0
1015	,	O	none	0
1016	für	O	none	0
1017	.	O	none	0
1018	daß	O	none	0
1019	die	O	none	0
1020	und	O	none	0
1021	Sie	O	none	0
1022	Telefon	O	none	0
1023	,	O	none	0
1024	er	O	none	0
1025	«	O	none	0
1026	der	O	none	0
1027	Gelegenheit	O	none	0
1028	wenn	O	none	0
1029	durften	O	none	0
1030	mich	O	none	0
1031	angebracht	O	none	0
1032	"\n					"	O	none	0
1033	noch	O	none	0
1034	,	O	none	0
1035	Seitdem	O	none	0
1036	lese	B-Bewegung-Licht	090C0BBB-EE86-43FC-89E0-EDC21E80FBC8	1
1037	fürchterliche	O	none	0
1038	Kognak	O	none	0
1039	rascher	O	none	0
1040	.	O	none	0
1041	wo	B-Positionierung	9B137872-C2F8-4379-AD4C-B6105F20B217	1
1042	denen	O	none	0
1043	Es	O	none	0
1044	hat	O	none	0
1045	,	O	none	0
1046	schlagen	B-Bewegung-ALT	07F04D80-23DE-4BA2-9989-0974B00CE897	1
1047	;	O	none	0
1048	schob	B-Bewegung-ALT	3B7A4F9B-A4AC-4C0E-862C-3069FD2D9DBF	2
1049	wurmte	O	none	0
1050	ausgeschleimt	O	none	0
1051	und	O	none	0
1052	mein	O	none	0
1053	,	O	none	0
1054	ihre	O	none	0
1055	schon	O	none	0
1056	Ich	O	none	0
1057	nur	O	none	0
1058	mehr	O	none	0
1059	abgeworfen	B-Bewegung-Subjekt	F5102E0A-30BC-4766-AB59-524F3BA9694B	1
1060	was	O	none	0
1061	bis	O	none	0
1062	das	O	none	0
1063	Bewegungen	O	none	0
1064	Zimmermädchen	O	none	0
1065	sich	O	none	0
1066	endlich	O	none	0
1067	Bonn	B-Ort-Container	9D6ECC32-53C2-4365-9981-B096996A9FC2	1
1068	dachte	O	none	0
1069	zum	O	none	0
1070	ich	O	none	0
1071	ich	O	none	0
1072	Herr	O	none	0
1073	Pension	B-Ort-Container-BK	597697E2-AEA9-4EA6-8F3E-C58747605A2C	1
1074	meinen	O	none	0
1075	ich	O	none	0
1076	\n 	O	none	0
1077	bezeichnen	B-Bewegung-Schall	63AD20FF-657D-42FA-BAFD-31923360CBC5	1
1078	komplizierten	O	none	0
1079	den	O	none	0
1080	,	O	none	0
1081	und	O	none	0
1082	fiel	B-Bewegung-Objekt	63EC36C3-6A8E-4FC1-858C-4C711C630441	1
1083	Aber	O	none	0
1084	ihn	O	none	0
1085	einmal	O	none	0
1086	zum	B-Richtung	88BBA2A8-34E4-4231-8F4D-638B3AB409B0	1
1087	«	O	none	0
1088	»	O	none	0
1089	erwähnen	B-Bewegung-Schall	CD996EAF-5032-440B-A8A5-A32919415FB2	1
1090	wegkommen	B-Bewegung-Subjekt	508BA4D1-2BC9-4B5D-B6E1-E0FA792C685A	1
1091	Erinnerung	O	none	0
1092	ich	O	none	0
1093	und	O	none	0
1094	–	O	none	0
1095	.	O	none	0
1096	Ihnen	O	none	0
1097	ausgerechnet	O	none	0
1098	mußte	O	none	0
1099	ich	O	none	0
1100	,	O	none	0
1101	von	O	none	0
1102	wollte	O	none	0
1103	»	O	none	0
1104	Honorarfrage	O	none	0
1105	entfernt	I-Dimensionierung-Abstand	021E90E0-8E14-4F57-81E8-4F4F013A7D72	12
1106	zweiter	O	none	0
1107	großartig	O	none	0
1108	und	O	none	0
1109	abends	O	none	0
1110	könnte	O	none	0
1111	,	O	none	0
1112	ließ	O	none	0
1113	sagte	B-Bewegung-Schall	C7AFE577-B2D2-415F-96C3-C79703CE6DAB	1
1114	»	O	none	0
1115	Die	O	none	0
1116	für	O	none	0
1117	Männer	O	none	0
1118	Gerüche	O	none	0
1119	Abfahrt	O	none	0
1120	,	O	none	0
1121	an	B-Positionierung	AE6AC5B3-8642-4C83-8A5F-8EE789CC413D	1
1122	Züpfner	O	none	0
1123	,	O	none	0
1124	immer	O	none	0
1125	steigt	B-Bewegung-ALT	3D3A4E2B-3B1A-46DD-B0A1-50364FC7D818	2
1126	die	O	none	0
1127	ich	O	none	0
1128	in	B-Positionierung	30867612-9B67-4374-A468-49D0D41949C5	1
1129	durch	O	none	0
1130	.	O	none	0
1131	Fünfzig	O	none	0
1132	,	O	none	0
1133	auf	B-Positionierung	F411FE0C-9CE8-43E0-9B55-B00A43CA7564	1
1134	aber	O	none	0
1135	mein	O	none	0
1136	,	O	none	0
1137	Schule	B-Ort-Container	BD46405D-A56B-4285-A705-B8D440C25376	1
1138	Zigaretten	O	none	0
1139	hinuntergehen	B-Bewegung-Subjekt	B6D4C5C1-BD28-4F0A-A678-CB575C708479	1
1140	Mark	O	none	0
1141	wahrnehmen	B-Bewegung-Geruch	5D782E88-E8B6-4358-9F82-A139E11B6943	1
1142	mich	O	none	0
1143	,	O	none	0
1144	Seitdem	O	none	0
1145	begabt	O	none	0
1146	nur	O	none	0
1147	einen	O	none	0
1148	etwas	O	none	0
1149	als	O	none	0
1150	und	O	none	0
1151	durch	O	none	0
1152	da	O	none	0
1153	Heiterkeit	O	none	0
1154	hatten	O	none	0
1155	sind	O	none	0
1156	morgens	O	none	0
1157	ich	O	none	0
1158	an	B-Richtung	6B34946D-AA1D-46D4-A9FA-303319D53F8E	1
1159	eine	O	none	0
1160	nach	B-Richtung	6ABC47B2-FFE8-4EE4-A0B6-3F3100DE6233	1
1161	dem	O	none	0
1162	Mark	O	none	0
1163	nicht	O	none	0
1164	wieviel	O	none	0
1165	.	O	none	0
1166	Treppe	B-Ort-Container	42EB720A-12A0-4E05-A7D8-648F73718286	1
1167	Silvs	O	none	0
1168	und	O	none	0
1169	ganz	O	none	0
1170	,	O	none	0
1171	glaubte	O	none	0
1172	»	O	none	0
1173	nur	O	none	0
1174	bis	O	none	0
1175	Ablauf	O	none	0
1176	Bochum	B-Ort-Container	29E61088-FD49-444C-9FFB-30872237E659	1
1177	der	O	none	0
1178	–	O	none	0
1179	Sache	O	none	0
1180	und	O	none	0
1181	.	O	none	0
1182	ich	O	none	0
1183	es	O	none	0
1184	lange	B-Dimensionierung-ALT	D2CF6072-6D79-4641-B707-7F78ED4FA4D2	1
1185	Zeugnisempfang	O	none	0
1186	an	O	none	0
1187	Hund	O	none	0
1188	der	O	none	0
1189	machen	B-Bewegung-ALT	7C129989-8EFB-4E21-8F35-2EBECEF62A45	1
1190	heran	B-Bewegung-Subjekt	888FE065-BEB5-4CC8-B7BF-5393DD221EFA	2
1191	bringen	B-Bewegung-ALT	62E5555E-FDD8-4613-87F6-14F1D49D0872	1
1192	zu	O	none	0
1193	heißen	B-Bewegung-ALT	F3EDB015-877F-4E83-98CF-E82D6415A08F	1
1194	zu	B-Richtung-ALT	48792F49-901D-4D38-A9E9-2E11173796A0	1
1195	es	O	none	0
1196	Selbstmitleid	O	none	0
1197	an	O	none	0
1198	auf	O	none	0
1199	,	O	none	0
1200	eine	O	none	0
1201	wird	O	none	0
1202	der	O	none	0
1203	gestern	O	none	0
1204	nicht	O	none	0
1205	Pfiffe	O	none	0
1206	den	O	none	0
1207	,	O	none	0
1208	dieser	O	none	0
1209	ich	O	none	0
1210	lauter	O	none	0
1211	Monats	O	none	0
1212	:	O	none	0
1213	Straßenbahn	B-Ort-Container	D85CC9F1-8DE7-4798-8E8F-12BE7659D16B	1
1214	Hotel	B-Ort-Container	51E3F6C6-7BF0-4DA9-B092-8FF1C057A871	1
1215	rechnete	O	none	0
1216	knurrigen	O	none	0
1217	,	O	none	0
1218	sagte	B-Bewegung-Schall	9E837D8E-8AF2-4BCE-922F-DF01332297C1	1
1219	es	O	none	0
1220	Eigenheiten	O	none	0
1221	wurde	O	none	0
1222	huldigten	O	none	0
1223	Sie	O	none	0
1224	,	O	none	0
1225	mein	O	none	0
1226	Zigaretten	O	none	0
1227	betrunken	O	none	0
1228	und	O	none	0
1229	"\n					"	O	none	0
1230	Für	O	none	0
1231	der	O	none	0
1232	Verhandlungen	O	none	0
1233	nur	O	none	0
1234	katholisch	O	none	0
1235	denen	O	none	0
1236	,	O	none	0
1237	«	O	none	0
1238	sich	O	none	0
1239	Taxigeld	O	none	0
1240	fünf	O	none	0
1241	hatte	B-Bewegung-ALT	E31FADBD-D7D7-4C1A-975D-BDFB677C8AC7	1
1242	Sie	O	none	0
1243	ein	O	none	0
1244	,	O	none	0
1245	kaufte	B-Bewegung-Subjekt	C727CAA8-A373-41B5-A0D3-AEEC54FDA672	1
1246	sechs	B-Dimensionierung-Menge	FD271DC5-560D-485B-B54C-70325A1C23C8	1
1247	Es	O	none	0
1248	Rhythmus	O	none	0
1249	und	O	none	0
1250	er	O	none	0
1251	Entfernung	O	none	0
1252	.	O	none	0
1253	,	O	none	0
1254	Mark	O	none	0
1255	ein	O	none	0
1256	mir	O	none	0
1257	noch	O	none	0
1258	seit	O	none	0
1259	Direktor	O	none	0
1260	,	O	none	0
1261	Tür	B-Ort-Objekt	C7281CB4-A972-4830-A950-DA3C43F32DC0	1
1262	»	O	none	0
1263	,	O	none	0
1264	Vogel	O	none	0
1265	und	O	none	0
1266	.	O	none	0
1267	und	O	none	0
1268	gab	B-Bewegung-ALT	ACB82F51-8148-4783-B114-E98A7B1D7249	1
1269	aus	O	none	0
1270	dann	O	none	0
1271	schon	O	none	0
1272	mal	O	none	0
1273	mir	O	none	0
1274	»	O	none	0
1275	zwei	O	none	0
1276	die	O	none	0
1277	und	O	none	0
1278	Mark	I-Dimensionierung-Abstand	021E90E0-8E14-4F57-81E8-4F4F013A7D72	12
1279	Bett	B-Ort-Container-BK	D6DB0550-C437-49A9-8C60-A136D96C8074	1
1280	Pause	O	none	0
1281	nicht	O	none	0
1282	.	O	none	0
1283	.	O	none	0
1284	sah	B-Bewegung-ALT	D0FF3F09-5B6F-468B-BFB5-3FDC0BF58502	1
1285	aus	B-Bewegung-Subjekt	9A0F13A2-DE7D-48A5-A5EF-3B3409671BD2	2
1286	Es	O	none	0
1287	,	O	none	0
1288	Monats	O	none	0
1289	geraten	B-Bewegung-ALT	751159E0-DC73-43CC-B8B8-7C3208F2E496	1
1290	mir	O	none	0
1291	Folgen	O	none	0
1292	auf	B-Richtung-ALT	18A04471-1695-4F71-9054-EF934F07C2B8	1
1293	meiner	O	none	0
1294	würde	O	none	0
1295	Sälen	B-Ort-Container	493D0665-D377-4144-BAC5-0B5EBE106CFF	1
1296	Kontemplation	O	none	0
1297	«	O	none	0
1298	.	O	none	0
1299	,	O	none	0
1300	hatte	O	none	0
1301	:	O	none	0
1302	wieder	O	none	0
1303	,	O	none	0
1304	und	O	none	0
1305	sie	O	none	0
1306	,	O	none	0
1307	,	O	none	0
1308	du	O	none	0
1309	wir	O	none	0
1310	an	O	none	0
1311	gestoßen	B-Bewegung-Subjekt	ED244829-242C-4228-A440-332D8FA2D5F7	1
1312	des	O	none	0
1313	,	O	none	0
1314	Zeitungsstand	B-Ort-Container-BK	4560CACB-5305-4F99-96D2-9EBD901C36C8	1
1315	gehofft	O	none	0
1316	meine	O	none	0
1317	,	O	none	0
1318	meinen	O	none	0
1319	ich	O	none	0
1320	aufgegeben	B-Bewegung-ALT	9403DF6D-FC55-4E48-8C63-0A73E79D07FA	1
1321	oder	O	none	0
1322	mir	O	none	0
1323	,	O	none	0
1324	einer	O	none	0
1325	dachte	O	none	0
1326	einschließlich	O	none	0
1327	«	O	none	0
1328	Gepäck	O	none	0
1329	wie	O	none	0
1330	in	B-Positionierung	80C54C06-A40C-40D0-8546-B81A992384E1	1
1331	Zähne	O	none	0
1332	Fahrkarte	O	none	0
1333	klüger	O	none	0
1334	einstudierte	O	none	0
1335	ich	O	none	0
1336	verschönte	O	none	0
1337	leid	O	none	0
1338	ich	O	none	0
1339	erliege	O	none	0
1340	Ich	O	none	0
1341	nervös	O	none	0
1342	bereiten	O	none	0
1343	Rhythmus	O	none	0
1344	Sie	O	none	0
1345	der	O	none	0
1346	schon	O	none	0
1347	Lässigkeit	O	none	0
1348	Kopf	O	none	0
1349	heranwinken	B-Bewegung-Subjekt	155A093C-1F2D-45B8-B904-940760126137	1
1350	,	O	none	0
1351	auf	B-Richtung	0702B32F-7F43-4C25-86A6-3A71ABB0F224	1
1352	Bezahlung	O	none	0
1353	und	O	none	0
1354	aus	O	none	0
1355	eine	O	none	0
1356	daß	O	none	0
1357	hasse	O	none	0
1358	(	O	none	0
1359	sagte	B-Bewegung-Schall	F9AE9904-43D9-42D1-B5CD-2E424DB73F7A	1
1360	ich	O	none	0
1361	Bahnhofs	B-Ort-Container	BAB70D07-B86C-4980-9503-408426703AE6	3
1362	,	O	none	0
1363	schnaufen	B-Bewegung-Schall	81DB5519-18BD-458E-BE70-13F80A57ABEA	1
1364	,	O	none	0
1365	.	O	none	0
1366	ein	O	none	0
1367	entgegen	B-Bewegung-ALT	594C1379-685E-4C7A-AC1C-23D2C5949250	2
1368	,	O	none	0
1369	ich	O	none	0
1370	genau	O	none	0
1371	Augenblick	O	none	0
1372	doch	O	none	0
1373	er	O	none	0
1374	diesem	O	none	0
1375	ich	O	none	0
1376	hatten	O	none	0
1377	bin	O	none	0
1378	meine	O	none	0
1379	vorführte	B-Bewegung-Licht	F2CC95AB-B514-4618-9136-F7E70F1BE021	1
1380	Packung	O	none	0
1381	:	O	none	0
1382	fing	O	none	0
1383	der	O	none	0
1384	:	O	none	0
1385	.	O	none	0
1386	ab	B-Bewegung-ALT	DA9124C1-DC5C-426C-917D-94AB9C998AEA	2
1387	viel	O	none	0
1388	einem	O	none	0
1389	wenigstens	O	none	0
1390	Klasse	O	none	0
1391	Schloß	B-Ort-Container	CC2518ED-DC0B-4DEE-88EA-DDDA56ECC7C4	1
1392	zahlen	B-Bewegung-Subjekt	B6198DA7-4E8B-4C7B-98B5-98E22F1CE606	1
1393	Literatur	O	none	0
1394	Auftritten	O	none	0
1395	meiner	O	none	0
1396	.	O	none	0
1397	Er	O	none	0
1398	Bahnhofstreppen	B-Ort-Container	BC925354-59FD-420E-8223-89B782ADDC38	1
1399	ein	O	none	0
1400	an	O	none	0
1401	zwang	O	none	0
1402	mit	O	none	0
1403	gewesen	O	none	0
1404	»	O	none	0
1405	daß	O	none	0
1406	mystischen	O	none	0
1407	gäbe	O	none	0
1408	Fahrkarte	O	none	0
1409	geweigert	O	none	0
1410	fühlte	O	none	0
1411	Gosse	B-Ort-Container	D5AF51A6-CF46-4CE0-9D7E-7DDC56917B4B	1
1412	war	O	none	0
1413	,	O	none	0
1414	,	O	none	0
1415	Mark	O	none	0
1416	warten	O	none	0
1417	aber	O	none	0
1418	drei	I-Dimensionierung-Abstand	021E90E0-8E14-4F57-81E8-4F4F013A7D72	12
1419	subalterne	O	none	0
1420	aber	O	none	0
1421	weiches	O	none	0
1422	»	O	none	0
1423	der	O	none	0
1424	machte	B-Bewegung-ALT	B51DAC1F-12BF-4279-819C-150644A56F82	1
1425	heiraten	O	none	0
1426	Es	O	none	0
1427	Taxi	B-Ort-Container	E85D433E-991C-4E69-BA96-89F3B920792E	1
1428	Mainz	B-Ort-ALT	262EBE96-1FD1-4E7B-9963-2D2D82B2AE6C	1
1429	Ankunft	O	none	0
1430	Bett	B-Ort-Container	571ECEC7-DFA4-4D74-8123-EA5D0D028B82	1
1431	und	O	none	0
1432	in	O	none	0
1433	hindurch	O	none	0
1434	Ende	B-Ort-ALT	3F559C8C-5C86-4863-9CCB-BDC69BECFEC7	1
1435	,	O	none	0
1436	kostenlos	O	none	0
1437	zu	O	none	0
1438	er	O	none	0
1439	»	O	none	0
1440	des	O	none	0
1441	fünfzig	O	none	0
1442	mitten	O	none	0
1443	Ich	O	none	0
1444	nicht	O	none	0
1445	,	O	none	0
1446	Alles	O	none	0
1447	die	O	none	0
1448	Seit	O	none	0
1449	die	O	none	0
1450	vor	O	none	0
1451	Wochen	O	none	0
1452	gute	O	none	0
1453	«	O	none	0
1454	ihr	O	none	0
1455	dunklen	O	none	0
1456	mich	O	none	0
1457	im	B-Positionierung-ALT	41F0DBC1-EFC6-468D-9B24-0978F02A82DE	1
1458	Bewußtseins	O	none	0
1459	wo	B-Positionierung	699975D0-C127-4E8A-944C-9540AFCE9EF5	1
1460	einmal	O	none	0
1461	«	O	none	0
1462	nachdenkliche	O	none	0
1463	hätte	O	none	0
1464	Es	O	none	0
1465	Vase	O	none	0
1466	wird	O	none	0
1467	Kiosken	B-Ort-Container	B8F721BD-5496-464F-B95D-7FCA1EE1128B	1
1468	für	O	none	0
1469	als	O	none	0
1470	Ich	O	none	0
1471	ich	O	none	0
1472	,	O	none	0
1473	und	O	none	0
1474	genug	O	none	0
1475	Portierloge	B-Ort-Container	45F0DF24-DA0A-411A-8DB1-710201FC9BDB	1
1476	ein	O	none	0
1477	noch	O	none	0
1478	tut	B-Bewegung-ALT	4C24B2F4-A0EF-4DFF-858E-1E2E0A07F01B	1
1479	zu	O	none	0
1480	Meine	O	none	0
1481	,	O	none	0
1482	sich	O	none	0
1483	«	O	none	0
1484	Zeit	O	none	0
1485	damit	O	none	0
1486	wer	O	none	0
1487	gehen	B-Bewegung-Subjekt	762B2E25-6603-4DFC-9C5E-4938B0952CCE	1
1488	»	O	none	0
1489	der	O	none	0
1490	darin	B-Positionierung	3427B544-C8D3-43D1-8116-E4B8A1A3411D	1
1491	Beruf	O	none	0
1492	ich	O	none	0
1493	Jungen	O	none	0
1494	Bahnhof	B-Ort-Container	A9172D96-6873-4213-82C0-2FFAFB9BAAB9	1
1495	Tage	O	none	0
1496	"\n					"	O	none	0
1497	es	O	none	0
1498	einem	O	none	0
1499	,	O	none	0
1500	zu	O	none	0
1501	lauter	O	none	0
1502	wir	O	none	0
1503	Hause	B-Ort-Container-BK	EA222C19-7E7B-40F5-8BAE-4AADBC0AEA86	1
1504	sind	O	none	0
1505	noch	O	none	0
1506	uns	O	none	0
1507	billiger	O	none	0
1508	,	O	none	0
1509	für	O	none	0
1510	und	O	none	0
1511	Ihnen	O	none	0
1512	zu	O	none	0
1513	dachte	O	none	0
1514	daß	O	none	0
1515	ergibt	O	none	0
1516	«	O	none	0
1517	noch	O	none	0
1518	wiedertrafen	B-Bewegung-Subjekt	40E48248-0934-48E1-AB9B-697340019D7D	1
1519	war	O	none	0
1520	Hotel	B-Ort-Container	2A4B870B-13CC-4603-93D4-76E2EA5494E4	1
1521	?	O	none	0
1522	meine	O	none	0
1523	einen	O	none	0
1524	ersten	O	none	0
1525	vielleicht	O	none	0
1526	Ich	O	none	0
1527	gewisse	O	none	0
1528	Die	O	none	0
1529	Clown	O	none	0
1530	mit	B-Positionierung	5AA7B858-21A7-4A2B-A991-BA7A13E76878	1
1531	gibt	O	none	0
1532	meiner	O	none	0
1533	,	O	none	0
1534	dickes	B-Dimensionierung-Groesse	F7D665FB-DCB8-4F30-A14E-B4A43AF89B02	1
1535	:	O	none	0
1536	ob	O	none	0
1537	von	O	none	0
1538	aufstehen	B-Bewegung-Subjekt	7F33E55F-8009-420F-B83C-6BA6721B4036	1
1539	und	O	none	0
1540	und	O	none	0
1541	Jahre	O	none	0
1542	Melancholie	O	none	0
1543	Hören	B-Bewegung-Schall	1C230609-95FE-486F-BA91-B03B4F63C4C5	2
1544	allein	O	none	0
1545	Ja	O	none	0
1546	,	O	none	0
1547	eine	O	none	0
1548	im	B-Positionierung-ALT	EB22C0FA-C194-410B-AF81-80ABA5C44AB6	1
1549	das	O	none	0
1550	Einverstanden	O	none	0
1551	ein	O	none	0
1552	billige	O	none	0
1553	ihm	O	none	0
1554	war	O	none	0
1555	Wirtin	O	none	0
1556	eigenen	O	none	0
1557	wurde	O	none	0
1558	hinter	B-Richtung-ALT	2D3F2246-032A-448D-BF4F-058142EA46DD	1
1559	anderen	O	none	0
1560	kennt	O	none	0
1561	die	O	none	0
1562	aus	O	none	0
1563	Tür	B-Ort-Objekt-BK	C4FA09E8-729D-42A0-BAB1-8FD4EA85C03D	1
1564	Künstlerseele	O	none	0
1565	kaufte	B-Bewegung-Subjekt	1544AD2D-8DE4-4BE6-ADA4-1AE790AD7624	1
1566	belastet	O	none	0
1567	getan	B-Bewegung-ALT	3390CF9A-17E1-4F97-8524-0FE59A1C63D8	1
1568	anderen	O	none	0
1569	hin	O	none	0
1570	,	O	none	0
1571	elend	O	none	0
1572	so	O	none	0
1573	ein	O	none	0
1574	Marie	O	none	0
1575	.	O	none	0
